,title,imdbid,id,rating,year
1520,My Name Is Nobody,0070215,9777,0,1973
1521,"Three Musketeers, The",0072281,9824,2,1973
1522,Les noces rouges,0070453,9995,3,1973
1523,Celine and Julie Go Boating,0071381,264,3,1974
1524,Blazing Saddles,0071230,845,1,1974
1525,Young Frankenstein,0072431,1077,2,1974
1526,Zardoz,0070948,1673,2,1974
1527,Dark Star,0069945,1814,0,1974
1528,"Odessa File, The",0071935,2025,3,1974
1529,Alice Doesn&#39;t Live Here Anymore,0071115,2214,3,1974
1530,Chinatown,0071315,2237,2,1974
1531,"Groove Tube, The",0071583,2399,1,1974
1532,"Texas Chain Saw Massacre, The",0072271,2814,1,1974
1533,Mame,0071803,3236,3,1974
1534,Black Christmas,0071222,3770,3,1974
1535,"Godfather: Part II, The",0071562,3896,2,1974
1536,"Conversation, The",0071360,3985,1,1974
1537,"Towering Inferno, The",0072308,4520,1,1974
1538,Edvard Munch,0074462,4901,1,1974
1539,Ali: Fear Eats the Soul,0071141,5118,3,1974
1540,"Man with the Golden Gun, The",0071807,5434,1,1974
1541,Death Wish,0071402,5531,3,1974
1542,Phantom of the Paradise,0071994,5781,0,1974
1543,Female Trouble,0072979,5843,3,1974
1544,"Parallax View, The",0071970,5999,0,1974
1545,Foxy Brown,0071517,6175,3,1974
1546,Truck Turner,0072325,6465,3,1974
1547,Godzilla vs. Mechagodzilla,0071565,6480,1,1974
1548,Brief Encounter,0071247,6535,3,1974
1549,Going Places,0072353,6758,2,1974
1550,Emmanuelle,0071464,7003,3,1974
1551,A Woman Under The Influence,0072417,7076,3,1974
1552,"Legend of the 7 Golden Vampires, The",0070297,7077,1,1974
1553,"Je, tu, il, elle",0071690,7249,3,1974
1554,Non si deve profanare il sonno dei morti [The Living Dead at Manchester Morgue],0071431,7338,2,1974
1555,Dracula,0070003,8140,3,1974
1556,Vampyres,0072354,8355,3,1974
1557,"Sugarland Express, The",0072226,8551,2,1974
1558,Airport 1975,0071110,9046,3,1974
1559,Killdozer,0071717,9154,0,1974
1560,Kozure Okami: Jigoku e ikuzo! Daigoro,0071695,9385,0,1974
1561,"Arena, The",0069729,9748,3,1974
1562,"Watch Out, We&#39;re Mad",0069697,9778,0,1974
1563,Blood for dracula,0071233,10128,3,1974
1564,Picnic at Hanging Rock,0073540,230,3,1975
1565,"Stepford Wives, The",0073747,293,3,1975
1566,Three Days of the Condor,0073802,337,1,1975
1567,"Ironiya sudby, ili S legkim parom!",0073179,529,2,1975
1568,Grey Gardens,0073076,564,3,1975
1569,Tommy,0073812,850,1,1975
1570,One Flew Over the Cuckoo&#39;s Nest,0073486,1321,2,1975
1571,"Rocky Horror Picture Show, The",0073629,1228,3,1975
1572,Fawlty Towers,0072500,1737,3,1975
1573,Dersu Uzala,0071411,1807,0,1975
1574,Monty Python and the Holy Grail,0071853,1839,2,1975
1575,Barry Lyndon,0072684,2317,1,1975
1576,Jaws,0073195,2561,3,1975
1577,Dialogues of Exiles,0071427,2760,3,1975
1578,"Maids, The",0071798,2831,3,1975
1579,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",0073198,3368,3,1975
1580,"Mirror, The",0072443,3668,3,1975
1581,Dog Day Afternoon,0072890,3799,3,1975
1582,"Story of O, The",0073115,4284,3,1975
1583,Nashville,0073440,4517,3,1975
1584,Dolemite,0072895,5798,0,1975
1585,Zorro,0072448,5963,1,1975
1586,Terror of Mechagodzilla,0073373,6564,1,1975
1587,A boy and His Dog,0072730,6654,0,1975
1588,Switchblade Sisters,0073778,6799,3,1975
1589,Blonde in Black Leather,0073598,6900,3,1975
1590,Emmanuelle II,0072933,7008,3,1975
1591,Deep Red,0073582,7170,3,1975
1592,"Sal&ograve; o le 120 giornate di Sodoma [Salo, or the 120 Days of Sodom]",0073650,7238,3,1975
1593,Katie Tippel,0073233,7252,3,1975
1594,Love and Death,0073312,7318,3,1975
1595,Inserts,0073172,8958,1,1975
1596,Death Race 2000,0072856,9160,3,1975
1597,Numero deux,0073471,9217,3,1975
1598,Flatfoot in Hong Kong,0073541,9559,1,1975
1599,Mandingo,0073349,9730,2,1975
1600,"Count of Monte-Cristo, The",0072824,9823,1,1975
1601,Assault on Precinct 13,0074156,219,3,1976
1602,Carrie,0074285,457,3,1976
1603,"Outlaw Josey Wales, The",0075029,967,2,1976
1604,"Man Who Fell to Earth, The",0074851,1423,1,1976
1605,"Omen, The",0075005,1287,3,1976
1606,Logan&#39;s Run,0074812,1393,2,1976
1607,Network,0074958,1401,3,1976
1608,Taxi Driver,0075314,2223,1,1976
1609,Rocky,0075148,2267,1,1976
1610,Silent Movie,0075222,2367,1,1976
1611,Les Douze Travaux d&#146;Ast&eacute;rix (the Twelve Tasks of Asterix),0072901,2530,1,1976
1612,Bugsy Malone,0074256,2640,3,1976
1613,Sparkle,0075249,2672,3,1976
1614,Revenge Of The Cheerleaders,0075137,2683,1,1976
1615,Murder by Death,0074937,2949,3,1976
1616,Sebastiane,0075177,2974,1,1976
1617,In the Realm of the Senses,0074102,3190,3,1976
1618,Marathon Man,0074860,3417,1,1976
1619,A Star Is Born,0075265,3722,0,1976
1620,Small Change,0074152,3879,3,1976
1621,"Little Girl Who Lives Down the Lane, The",0074806,4185,3,1976
1622,Il secondo tragico Fantozzi,0075178,4612,1,1976
1623,Family Plot,0074512,4615,3,1976
1624,Silver Streak,0075223,5706,1,1976
1625,"Desert of the Tartars, The",0074400,6505,0,1976
1626,All the President&#39;s Men,0074119,7183,1,1976
1627,Pascual Duarte,0073518,7405,1,1976
1628,"Town That Dreaded Sundown, The",0075342,8161,1,1976
1629,"Tenant, The",0074811,8271,1,1976
1630,Az otodik pecset,0075467,8541,1,1976
1631,"Gumball Rally, The",0074597,8628,3,1976
1632,Two-Minute Warning,0075359,9152,1,1976
1633,Allegro non troppo,0074121,9297,0,1976
1634,Keoma,0074740,9387,1,1976
1635,Canoa: A Shameful Memory,0131335,9644,0,1976
1636,Drum,0074437,9731,2,1976
1637,Mandinga,0074855,9732,1,1976
1638,Emmanuelle bianca e nera,0074471,9733,2,1976
1639,Star Wars,0076759,669,1,1977
1640,Sluzhebnyy roman,0076727,688,3,1977
1641,"Turning Point, The",0076843,693,3,1977
1642,Julia,0076245,862,3,1977
1643,Saturday Night Fever,0076666,911,1,1977
1644,"Many Adventures of Winnie the Pooh, The",0076363,1063,0,1977
1645,"Rescuers, The",0076618,1217,3,1977
1646,Stroszek,0075276,1477,0,1977
1647,Annie Hall,0075686,1469,3,1977
1648,"Goodbye Girl, The",0076095,1687,3,1977
1649,Soldaat van Oranje,0076734,1710,1,1977
1650,Suspiria,0076786,1857,3,1977
1651,3 Women,0075612,2524,3,1977
1652,House,0076162,2534,3,1977
1653,A Special Day,0076085,3366,2,1977
1654,A Bridge Too Far,0075784,2983,1,1977
1655,"Devil, Probably, The",0075938,3216,2,1977
1656,ABBA: The Movie,0075617,3248,1,1977
1657,Death Trap!,0074455,3567,3,1977
1658,Close Encounters of the Third Kind,0075860,3610,1,1977
1659,A Little Night Music,0076319,3720,3,1977
1660,"Man Who Loved Women, The",0076155,3952,1,1977
1661,Eraserhead,0074486,4147,0,1977
1662,"Sentinel, The",0076683,4200,3,1977
1663,"36 Crazy Fists, The",0076661,4452,0,1977
1664,High Anxiety,0076141,4474,1,1977
1665,"Haunting of Julia, The",0074611,4936,3,1977
1666,Slap Shot,0076723,9184,3,1977
1667,Damnation Alley,0075909,5694,0,1977
1668,"Spy Who Loved Me, The",0076752,5723,1,1977
1669,Martin,0077914,7034,1,1977
1670,"Hills Have Eyes, The",0077681,7195,3,1977
1671,Desperate Living,0075936,7250,3,1977
1672,"Kentucky Fried Movie, The",0076257,7695,1,1977
1673,Kingdom of the Spiders,0076271,7728,3,1977
1674,Orca,0076504,8401,1,1977
1675,Pete&#39;s Dragon,0076538,8439,2,1977
1676,"Race for Your Life, Charlie Brown",0076591,8746,3,1977
1677,"Duelists, The",0075968,8860,1,1977
1678,Alucarda,0075666,8985,3,1977
1679,Bad,0075679,9100,3,1977
1680,Peppermint Soda,0075939,9113,3,1977
1681,Planet of Dinosaurs,0078089,9211,3,1977
1682,Rabid,0076590,9401,3,1977
1683,"Man in the Iron Mask, The",0074853,9580,2,1977
1684,Pumping Iron,0076578,9623,0,1977
1685,Emmanuelle 3,0077497,9757,3,1977
1686,Love Camp,0074548,9759,3,1977
1687,March or Die,0076175,9775,0,1977
1688,Days of Heaven,0077405,238,3,1978
1689,Animal House,0077975,303,2,1978
1690,Quel maledetto treno blindato,0076584,405,0,1978
1691,H&ouml;stsonaten,0077711,515,3,1978
1692,Grease,0077631,753,3,1978
1693,"Star Wars Holiday Special, The",0193524,1047,1,1978
1694,"Shout, The",0078259,1200,0,1978
1695,Damien: Omen II,0077394,1284,2,1978
1696,Dawn of the Dead,0077402,1503,0,1978
1697,Interiors,0077742,1658,3,1978
1698,Superman,0078346,1999,1,1978
1699,Watership Down,0078480,2282,1,1978
1700,Avalanche,0077189,2584,2,1978
1701,"Deer Hunter, The",0077416,2668,1,1978
1702,Halloween,0077651,2815,3,1978
1703,Death on the Nile,0077413,2965,3,1978
1704,Girlfriends,0077613,3048,3,1978
1705,A Woman Called Moses,0078509,3391,3,1978
1706,Midnight Express,0077928,3419,0,1978
1707,"Hound of the Baskervilles, The",0076161,4317,3,1978
1708,La cage aux folles,0077288,4111,2,1978
1709,Ringing Bell (Chirin no Suzu),0306646,4721,0,1978
1710,I Spit on Your Grave,0077713,4905,0,1978
1711,Within the Woods,0078503,5198,3,1978
1712,"Wiz, The",0078504,5331,3,1978
1713,Battlestar Galactica,0077215,5548,3,1978
1714,Foul Play,0077578,6406,3,1978
1715,Magic,0077889,6638,1,1978
1716,"Boys from Brazil, The",0077269,6695,1,1978
1717,Jaws 2,0077766,7223,2,1978
1718,Starcrash,0079946,8160,3,1978
1719,"Lord of the Rings, The",0077869,8437,1,1978
1720,Gray Lady Down,0077629,8701,2,1978
1721,Pretty Baby,0078111,8721,2,1978
1722,"Brink&#39;s Job, The",0077275,8887,1,1978
1723,"Driver, The",0077474,9227,0,1978
1724,Convoy,0077369,9518,0,1978
1725,Lo chiamavano Bulldozer,0077864,9560,0,1978
1726,Jubilee,0076240,10068,3,1978
1727,Alien,0078748,13,3,1979
1728,Manhattan,0079522,403,1,1979
1729,"Warriors, The",0080120,695,1,1979
1730,Life of Brian,0079470,787,3,1979
1731,"Frisco Kid, The",0079180,846,1,1979
1732,Die Blechtrommel,0078875,1020,3,1979
1733,Star Trek: The Motion Picture,0079945,1300,1,1979
1734,All That Jazz,0078754,1222,2,1979
1735,Being There,0078841,1699,2,1979
1736,"Marriage of Maria Braun, The",0079095,1766,3,1979
1737,"In-Laws, The",0079336,2187,3,1979
1738,Apocalypse Now,0078788,2227,0,1979
1739,"China Syndrome, The",0078966,2284,3,1979
1740,"Jerk, The",0079367,2327,1,1979
1741,Nosferatu the Vampyre,0079641,2496,0,1979
1742,Escape from Alcatraz,0079116,3420,0,1979
1743,Moonraker,0079574,3504,1,1979
1744,Stalker,0079944,3667,1,1979
1745,Quadrophenia,0079766,4599,1,1979
1746,"Amityville Horror, The",0078767,4687,3,1979
1747,Rock &#39;n&#39; Roll High School,0079813,4741,3,1979
1748,L&#39;hypothese du tableau vole,0077707,4766,0,1979
1749,My Brilliant Career,0079596,4797,3,1979
1750,Time After Time,0080025,5234,2,1979
1751,Meatballs,0079540,5415,3,1979
1752,Angels&#39; Brigade,0078778,5708,3,1979
1753,"Bell Jar, The",0078843,6280,3,1979
1754,Mad Max,0079501,6290,3,1979
1755,Rocky II,0079817,6870,1,1979
1756,Phantasm,0079714,7092,1,1979
1757,"Black Hole, The",0078869,7233,0,1979
1758,Hair,0079261,7636,3,1979
1759,Kramer vs. Kramer,0079417,7645,1,1979
1760,Tourist Trap,0080040,8168,3,1979
1761,Rupan sansei: Kariosutoro no shiro,0079833,8510,3,1979
1762,Murder by Natural Causes,0079593,8516,1,1979
1763,"Muppet Movie, The",0079588,8987,2,1979
1764,Osenniy marafon,0079679,9404,1,1979
1765,Scum,0079871,9417,0,1979
1766,Buffet froid,0078913,9638,0,1979
1767,"North Avenue Irregulars, The",0079639,9857,3,1979
1768,"Rose, The",0079826,9876,1,1979
1769,Norma Rae,0079638,9966,3,1979
1770,"Blues Brothers, The",0080455,208,1,1980
1771,Fame,0080716,360,3,1980
1772,Star Wars: Episode V - The Empire Strikes Back,0080684,670,0,1980
1773,Moskva slezam ne verit,0079579,684,3,1980
1774,Nine to Five,0080319,863,3,1980
1775,Airplane!,0080339,873,3,1980
1776,"Shining, The",0081505,930,2,1980
1777,Raging Bull,0081398,1437,1,1980
1778,Atlantic City,0080388,1223,3,1980
1779,La terrazza,0081616,1472,3,1980
1780,"Nude Bomb, The",0081249,1845,1,1980
1781,Loose Shoes,0076582,1882,1,1980
1782,Any Which Way You Can,0080377,2068,1,1980
1783,Resurrection,0081414,2142,1,1980
1784,Cannibal Holocaust,0078935,2278,1,1980
1785,Fade to Black,0080711,2377,3,1980
1786,"Fog, The",0080749,2484,3,1980
1787,Little Darlings,0081060,2799,3,1980
1788,Private Benjamin,0081375,2883,3,1980
1789,Xanadu,0081777,3254,3,1980
1790,Cruising,0080569,3427,0,1980
1791,"Pepi, Luci, Bom and Other Girls Like Mom",0081323,3673,3,1980
1792,Flash Gordon,0080745,3858,3,1980
1793,Somewhere in Time,0081534,3873,2,1980
1794,Can&#39;t Stop the Music,0080492,3962,3,1980
1795,Superman II,0081573,4282,3,1980
1796,Friday the 13th,0080761,4569,3,1980
1797,Heaven&#39;s Gate,0080855,4960,0,1980
1798,Coal Miner&#39;s Daughter,0080549,5681,3,1980
1799,"Blue Lagoon, The",0080453,6395,0,1980
1800,"Ninth Configuration, The",0081237,6877,0,1980
1801,Ordinary People,0081283,7192,2,1980
1802,Battle Beyond the Stars,0080421,7307,2,1980
1803,Nightmare City,0080931,7389,3,1980
1804,"Final Countdown, The",0080736,7401,0,1980
1805,"King and the Mockingbird, The",0079820,7987,0,1980
1806,"Mirror Crack&#39;d, The",0081163,8116,3,1980
1807,Maniac,0081114,8402,3,1980
1808,Indul a bakterhaz,0121403,8556,1,1980
1809,Popeye,0081353,8945,3,1980
1810,"Party, The",0082100,9523,3,1980
1811,American Gigolo,0080365,9781,3,1980
1812,Kagemusha,0080979,9819,0,1980
1813,Raiders of the Lost Ark,0082971,340,3,1981
1814,Clash of the Titans,0082186,744,3,1981
1815,My Dinner With Andre,0082783,874,0,1981
1816,Ms. 45,0082776,972,3,1981
1817,Rich and Famous,0082992,1568,3,1981
1818,Southern Comfort,0083111,1197,0,1981
1819,"Fox and the Hound, The",0082406,1124,2,1981
1820,Escape from New York,0082340,1427,0,1981
1821,History of the World: Part I,0082517,1081,1,1981
1822,"Woman Next Door, The",0082370,1646,3,1981
1823,Umrao Jaan,0083248,1707,3,1981
1824,Quest for Fire,0082484,2053,1,1981
1825,Polyester,0082926,2062,3,1981
1826,"Great Muppet Caper, The",0082474,2073,3,1981
1827,Das Boot,0082096,2143,0,1981
1828,Lady Chatterley&#39;s Lover,0082640,2533,3,1981
1829,Reds,0082979,2667,3,1981
1830,Time Bandits,0081633,2697,1,1981
1831,Outland,0082869,2753,1,1981
1832,An American Werewolf in London,0082010,2873,2,1981
1833,Heavy Metal,0082509,3231,1,1981
1834,Body Heat,0082089,3549,2,1981
1835,Mommy Dearest,0082766,3641,3,1981
1836,"Evil Dead, The",0083907,3918,1,1981
1837,Christiane F. - Wir Kinder vom Bahnhof Zoo,0082176,3976,3,1981
1838,Pennies from Heaven,0082894,4009,1,1981
1839,Looker,0082677,4561,1,1981
1840,Friday the 13th Part 2,0082418,4572,2,1981
1841,Halloween II,0082495,4708,3,1981
1842,Stripes,0083131,5325,2,1981
1843,Horror Planet,0084090,5338,3,1981
1844,"Howling, The",0082533,5378,3,1981
1845,For Your Eyes Only,0082398,5955,3,1981
1846,Der subjektive Faktor,0083137,6240,3,1981
1847,Il marchese del Grillo,0082714,6245,3,1981
1848,Gregory&#39;s Girl,0082477,6496,3,1981
1849,Chariots of Fire,0082158,6507,1,1981
1850,"Marva Collins Story, The",0082719,6630,1,1981
1851,Blow Out,0082085,6865,3,1981
1852,Dragonslayer,0082288,6944,1,1981
1853,...E tu vivrai nel terrore! L&#39;aldila (The Beyond),0082307,7221,3,1981
1854,Happy Birthday to Me,0082498,7362,3,1981
1855,La fuga de Segovia,0082424,7477,0,1981
1856,Shock Treatment,0083067,7732,3,1981
1857,Diva,0082269,8180,1,1981
1858,"Prowler, The",0082951,8411,3,1981
1859,Galaxy of Terror,0082431,8413,3,1981
1860,Ragtime,0082970,8417,2,1981
1861,Excalibur,0082348,8502,1,1981
1862,Thief,0083190,8789,0,1981
1863,On a Golden Pond,0082846,8837,1,1981
1864,Dead and Buried,0082242,8973,1,1981
1865,Absence of Malice,0081974,9049,3,1981
1866,"Masked Avengers, The",0082153,9158,0,1981
1867,Scanners,0081455,9416,1,1981
1868,Victory,0083284,9728,0,1981
1869,Nighthawks,0082817,9729,0,1981
1870,Cannibal Ferox,0082700,9750,3,1981
1871,Possession,0082933,9809,1,1981
1872,Le Retour de Martin Guerre,0084589,231,3,1982
1873,Blade Runner,0083658,234,1,1982
1874,Conan the Barbarian,0082198,407,1,1982
1875,"Ladies and Gentlemen, the Fabulous Stains",0082639,821,3,1982
1876,Annie,0083564,851,3,1982
1877,Star Trek: The Wrath of Khan,0084726,896,3,1982
1878,TRON,0084827,1002,0,1982
1879,Sophie&#39;s Choice,0084707,1003,3,1982
1880,"Dark Crystal, The",0083791,1035,1,1982
1881,"Secret of NIMH, The",0084649,1510,3,1982
1882,"Last Unicorn, The",0084237,1226,3,1982
1883,E.T.: The Extra-Terrestrial,0083866,1645,3,1982
1884,Liquid Sky,0085852,1696,3,1982
1885,"Thing, The",0084787,1861,0,1982
1886,Deathtrap,0083806,1881,3,1982
1887,"King of Comedy, The",0085794,1896,1,1982
1888,Fast Times at Ridgemont High,0083929,1934,2,1982
1889,"Draughtsman&#39;s Contract, The",0083851,2241,2,1982
1890,Smithereens,0084698,2251,3,1982
1891,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",0083745,2298,3,1982
1892,Cat People,0083722,2770,3,1982
1893,Tootsie,0084805,2874,1,1982
1894,Grease 2,0084021,3034,3,1982
1895,Fanny and Alexander,0083922,3078,2,1982
1896,"Slumber Party Massacre, The",0084695,3105,3,1982
1897,First Blood,0083944,3342,0,1982
1898,Forbidden World,0083959,3618,3,1982
1899,Godard&#39;s Passion,0084481,3946,3,1982
1900,Porky&#39;s,0084522,4005,2,1982
1901,Koyaanisqatsi,0085809,4079,0,1982
1902,"Best Little Whorehouse in Texas, The",0083642,4124,3,1982
1903,Diner,0083833,4406,1,1982
1904,Poltergeist,0084516,4544,3,1982
1905,Countryman,0083762,4564,0,1982
1906,Friday the 13th Part III,0083972,4573,3,1982
1907,Banana Joe,0082045,4584,0,1982
1908,Frances,0083967,4844,3,1982
1909,48 Hrs.,0083511,5355,2,1982
1910,Pink Floyd The Wall,0084503,6068,0,1982
1911,"Last American Virgin, The",0084234,6115,3,1982
1912,Finye (The Wind),0083942,6497,3,1982
1913,"Verdict, The",0084855,6704,1,1982
1914,Rocky III,0084602,6871,0,1982
1915,"State of Things, The",0084725,7107,3,1982
1916,Tenebre,0084777,7175,2,1982
1917,Swamp Thing,0084745,7199,2,1982
1918,An Officer and a Gentleman,0084434,7244,3,1982
1919,"Beast Within, The",0083629,7345,1,1982
1920,"Fits, The",4238858,7348,1,1982
1921,Mil gritos tiene la noche [Pieces],0082748,7414,1,1982
1922,Missing,0084335,7557,3,1982
1923,Evil Under the Sun,0083908,8115,3,1982
1924,"Scarlet Pimpernel, The",0084637,8117,2,1982
1925,"Entity, The",0082334,8165,3,1982
1926,Victor Victoria,0084865,8665,3,1982
1927,Tex,0084783,8986,2,1982
1928,Monty Python Live at the Hollywood Bowl,0084352,9356,1,1982
1929,"Party 2, The",0083686,9524,3,1982
1930,Gandhi,0083987,9593,2,1982
1931,Deux heures moins le quart avant Jesus-Christ,0083824,9634,2,1982
1932,Piratensender Power Play,0082911,9723,1,1982
1933,Sorceress,0086340,9741,3,1982
1934,Silkwood,0086312,442,3,1983
1935,Christine,0085333,455,1,1983
1936,Star Wars: Episode VI - Return of the Jedi,0086190,671,1,1983
1937,Educating Rita,0085478,1105,3,1983
1938,Trading Places,0086465,1667,1,1983
1939,"Hunger, The",0085701,1785,3,1983
1940,"Ballad of Narayama, The",0084390,1793,3,1983
1941,Yellowbeard,0086618,1822,1,1983
1942,Breathless,0085276,2255,0,1983
1943,Rumble Fish,0086216,2387,2,1983
1944,El Norte,0085482,2599,3,1983
1945,Dark Habits,0085496,3376,3,1983
1946,Local Hero,0085859,3519,1,1983
1947,Born in Flames,0085267,3644,3,1983
1948,Lianna,0085838,3672,3,1983
1949,WarGames,0086567,3685,1,1983
1950,Videodrome,0086541,3892,2,1983
1951,Flashdance,0085549,3972,3,1983
1952,Superman III,0086393,4283,3,1983
1953,Terms of Endearment,0086425,4448,1,1983
1954,Terms of Endearment,0086425,4449,3,1983
1955,Go for It,0085601,4585,0,1983
1956,"Man With Two Brains, The",0085894,4622,1,1983
1957,Los renglones torcidos de Dios,0224005,4771,3,1983
1958,Hercules,0085672,5257,3,1983
1959,Scarface,0086250,5321,1,1983
1960,"Dead Zone, The",0085407,5427,1,1983
1961,A Christmas Story,0085334,5473,1,1983
1962,Merry Christmas Mr Lawrence,0085933,5945,0,1983
1963,Krull,0085811,6126,1,1983
1964,Mickey&#39;s Christmas Carol,0085936,6127,1,1983
1965,Octopussy,0086034,6313,2,1983
1966,"Meaning of Life , The",0085959,6439,1,1983
1967,"4th Man, The",0086543,6791,1,1983
1968,Jaws 3-D,0085750,7243,3,1983
1969,Mortelle randonn&eacute;e,0084358,7247,3,1983
1970,El pico,0086104,7531,1,1983
1971,"Outsiders, The",0086066,7563,2,1983
1972,Yentl,0086619,7587,3,1983
1973,Cujo,0085382,7750,3,1983
1974,Barefoot Gen,0085218,8029,3,1983
1975,Strange Brew,0086373,8326,1,1983
1976,Deathstalker,0087127,9376,1,1983
1977,Wild Style,0084904,8812,3,1983
1978,"Best Christmas Pageant Ever, The",0085231,8971,3,1983
1979,Suburbia,0086589,9130,3,1983
1980,Risky Business,0086200,9274,3,1983
1981,Under Fire,0086510,9705,1,1983
1982,Die Supernasen,0086394,9720,1,1983
1983,Women&#39;s Prison Massacre,0085250,9749,3,1983
1984,Ghostbusters,0087332,376,2,1984
1985,Gremlins,0087363,406,1,1984
1986,Conan the Destroyer,0087078,413,3,1984
1987,"Bostonians, The",0086992,514,3,1984
1988,Kaze no tani no Naushika,0087544,570,3,1984
1989,Police Academy,0087928,575,3,1984
1990,Amadeus,0086879,613,3,1984
1991,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",0086856,743,3,1984
1992,"Paris, Texas",0087884,813,1,1984
1993,Indiana Jones and the Temple of Doom,0087469,1048,0,1984
1994,What Have I Done to Deserve This?,0088461,1582,3,1984
1995,Star Trek III: The Search for Spock,0088170,1304,1,1984
1996,"Terminator, The",0088247,1418,3,1984
1997,Sixteen Candles,0088128,1296,3,1984
1998,"Karate Kid, The",0087538,1430,3,1984
1999,Dune,0087182,1534,3,1984
2000,This Is Spinal Tap,0088258,1536,1,1984
2001,Beverly Hills Cop,0086960,1848,0,1984
2002,Supergirl,0088206,2000,3,1984
2003,A Soldier&#39;s Story,0088146,2742,0,1984
2004,"Jewel in the Crown, The",0086739,2765,3,1984
2005,Blame It on Rio,0086973,3357,3,1984
2006,Love Streams,0087644,2866,3,1984
2007,Night of the Comet,0087799,3489,3,1984
2008,A Private Function,0089838,3868,3,1984
2009,Splash,0088161,3885,1,1984
2010,"Natural, The",0087781,4053,1,1984
2011,Poison for the Fairies,0135033,4087,3,1984
2012,"Neverending Story, The",0088323,4157,1,1984
2013,A nightmare on Elm Street,0087800,4182,3,1984
2014,Purple Rain,0087957,4193,3,1984
2015,Repo Man,0087995,4355,2,1984
2016,Non ci resta che piangere,0087814,4589,1,1984
2017,Protocol,0087951,4590,3,1984
2018,2010,0086837,4623,1,1984
2019,"Last Starfighter, The",0087597,4633,3,1984
2020,"Muppets Take Manhattan, The",0087755,4634,3,1984
2021,Top Secret!,0088286,4668,0,1984
2022,A Passage to India,0087892,4725,3,1984
2023,Body Double,0086984,5040,2,1984
2024,Friday the 13th Part IV: The Final Chapter,0087298,5154,3,1984
2025,Secret Places,0088075,5255,3,1984
2026,Blood Simple.,0086979,5731,1,1984
2027,Revenge of the Nerds,0088000,5751,1,1984
2028,Another Country,0086904,5761,0,1984
2029,Starman,0088172,5796,0,1984
2030,Children of the Corn,0087050,5879,3,1984
2031,Trancers,0090192,6072,1,1984
2032,Once Upon A Time In America,0087843,6293,1,1984
2033,Bachelor Party,0086927,6309,3,1984
2034,Johnny Dangerously,0087507,6523,3,1984
2035,Godzilla 1985,0087344,6529,0,1984
2036,"Silent Night, Deadly Night",0088117,6703,3,1984
2037,Los santos inocentes,0088040,7391,3,1984
2038,"Philadelphia Experiment, The",0087910,7402,1,1984
2039,"Ice Pirates, The",0087451,7403,2,1984
2040,Best Defense,0086955,7404,2,1984
2041,Angel,0086896,7492,3,1984
2042,Razorback,0087981,7532,1,1984
2043,El pico 2,0087913,7530,1,1984
2044,Nineteen Eighty-Four,0087803,8524,1,1984
2045,Romancing the Stone,0088011,8748,3,1984
2046,"Initiation, The",0087472,8875,3,1984
2047,All of Me,0086873,9241,2,1984
2048,Rhinestone,0088001,9311,3,1984
2049,C.H.U.D.,0087015,9327,2,1984
2050,Marche &agrave; l&#39;ombre,0087681,9584,1,1984
2051,Zwei Nasen tanken Super,0088459,9722,1,1984
2052,"Warrior and the Sorceress, The",0088379,9739,0,1984
2053,She,0090009,9740,1,1984
2054,Emmanuelle IV,0085486,9756,3,1984
2055,Double Trouble,0087481,9776,0,1984
2056,Back to the Future,0088763,149,2,1985
2057,"Breakfast Club, The",0088847,203,3,1985
2058,Just One of the Guys,0089393,402,3,1985
2059,Red Sonja,0089893,418,3,1985
2060,Otac na sluzbenom putu,0089748,486,3,1985
2061,Weird Science,0090305,520,3,1985
2062,Police Academy 2: Their First Assignment,0089822,576,1,1985
2063,Agnes of God,0088683,602,3,1985
2064,Tomo yo shizukani nemure,0380761,676,2,1985
2065,Girls Just Want to Have Fun,0089208,752,3,1985
2066,Brazil,0088846,880,3,1985
2067,Anne of Green Gables,0088727,935,3,1985
2068,Sans toi ni loi (Vagabond),0089960,963,3,1985
2069,"Color Purple, The",0088939,991,3,1985
2070,Real Genius,0089886,1046,1,1985
2071,White Nights,0090319,1187,1,1985
2072,Clue,0088930,1408,3,1985
2073,Ladyhawke,0089457,1269,0,1985
2074,A Room with a View,0091867,1561,3,1985
2075,Dim Sum: A Little Bit of Heart,0087150,1500,3,1985
2076,Desperately Seeking Susan,0089017,1654,3,1985
2077,Huang tudi (Yellow Earth),0087433,1708,0,1985
2078,"Trip To Bountiful, The",0090203,1789,3,1985
2079,Fletch,0089155,1832,1,1985
2080,"Black Cauldron, The",0088814,1949,3,1985
2081,Enemy Mine,0089092,2152,0,1985
2082,Fandango,0089126,2302,0,1985
2083,Mr Vampire (Geung si sin sang),0089371,2343,1,1985
2084,Ran,0089881,2352,1,1985
2085,Ast&eacute;rix et la Surprise de C&eacute;asar (Asterix vs. Caesar),0088748,2531,0,1985
2086,Commando,0088944,2576,1,1985
2087,Wetherby,0090310,2613,3,1985
2088,Return to Oz,0089908,2894,3,1985
2089,"Goonies, The",0089218,3001,3,1985
2090,Better Off Dead,0088794,3320,3,1985
2091,Starchaser: The Legend of Orin,0090065,3416,1,1985
